Code RNCP/RS,Type de répertoire,Intitulé,Certificateurs,Niveau de qualification,Abrégé de diplôme public,Code(s) NSF,Code(s) ROME,Formacode(s),Statut,Date d'échéance de l'enregistrement,Ouverture à l'apprentissage,Ancienne(s) fiche(s),Nouvelle(s) fiche(s),Code,Metiers,Categorie_x,Lettre RIASEC Principale,Lettre RIASEC Secondaire,Lettre RIASEC tertiaire,Categorie_y,SIRET,code UAI,n° SIRET,type d'établissement,nom,statut,adresse,CP,commune,téléphone,académie,région,longitude (X),latitude (Y),journées portes ouvertes,URL et ID Onisep,Niveau attendu
RNCP37749,RNCP,Opérateur micro-nanotechnologies,LYCEE POLYVALENT VAUCANSON - 19380033100020,Niveau 4,,"220 : Spécialités pluritechnologiques des transformations, 250 : Spécialites pluritechnologiques mécanique-electricite","H2605 : Montage et câblage électronique, H2603 : Conduite d''installation automatisée de production électrique, électronique et microélectronique, H2604 : Montage de produits électriques et électroniques","24327 : Nanoélectronique, 31654 : Génie industriel, 11406 : Nanoscience nanotechnologie",Active,2026-07-19,Oui,RNCP18103 - Opérateur en micro-nanotechnologies,,H2605,Monteur-câbleur / Monteuse-câbleuse en électronique,"J'ai envie de créer, construire, rénover",R,A,I,Industrie - Électronique,19380033100020,,19380033100020,Centre de formation d'apprentis,GRETA de Grenoble - Centre permanent du bâtiment,public,75 bis avenue Rhin et Danube,38100,Grenoble,04 76 84 20 60,Grenoble,Auvergne-Rhône-Alpes,5.7052173,45.1762143,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22570,Inférieur au Bac
RNCP37759,RNCP,Matiériste coloriste en décor mural,E.E.A.M - 45141681200027,Niveau 4,,"233v : Réalisation de décor d intérieur, finitions à caractère artistique","B1101 : Création en arts plastiques, F1611 : Réalisation et restauration de façades, F1601 : Application et décoration en plâtre, stuc et staff",22454 : Bâtiment second oeuvre,Active,2026-07-19,Oui,RNCP36720 - Matiériste coloriste en décor mural,,B1101,Artiste Plasticien / Plasticienne,J'ai un bon coup de crayon,A,R,I,Artisanat d'art,45141681200027,0811342U,45141681200027,École d'art,Ecole européenne de l'art et des matières,privé,30 côte de l'Abattoir,81000,Albi,05 63 33 23 76,Toulouse,Occitanie,2.13801,43.928,le 28/02/2025 de 14h00 à 17h00 | le 28/03/2025 de 14h00 à 17h00 | le 26/04/2025 de 14h00 à 17h00 | le 30/05/2025 de 14h00 à 17h00 | le 27/06/2025 de 14h00 à 17h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19734,Inférieur au Bac
RNCP37760,RNCP,Matiériste coloriste en décor de sols,E.E.A.M - 45141681200027,Niveau 4,,"233v : Réalisation de décor d intérieur, finitions à caractère artistique","F1703 : Maçonnerie, F1608 : Pose de revêtements rigides",22454 : Bâtiment second oeuvre,Active,2026-07-19,Oui,RNCP36724 - Matiériste coloriste en décor de sols,,F1703,Maçon / Maçonne,"J'ai envie de créer, construire, rénover",R,A,I,Gros Œuvre,45141681200027,0811342U,45141681200027,École d'art,Ecole européenne de l'art et des matières,privé,30 côte de l'Abattoir,81000,Albi,05 63 33 23 76,Toulouse,Occitanie,2.13801,43.928,le 28/02/2025 de 14h00 à 17h00 | le 28/03/2025 de 14h00 à 17h00 | le 26/04/2025 de 14h00 à 17h00 | le 30/05/2025 de 14h00 à 17h00 | le 27/06/2025 de 14h00 à 17h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19734,Inférieur au Bac
RNCP37852,RNCP,Soigneur animateur d'établissements zoologiques,LEGTA DE FIGEAC - 19460490600017,Niveau 4,,"212t : Soins des animaux, soins vétérinaires","A1501 : Aide aux soins animaux, A1408 : Élevage d''animaux sauvages ou de compagnie","42024 : Soin animalier, 42608 : Parc loisirs",Active,2025-07-19,Oui,RNCP13677 - Soigneur animateur d'établissements zoologiques,,A1501,Auxiliaire vétérinaire,J'aime m'occuper des animaux,S,R,I,Soins animaliers,19460490600017,0460654L,19460490600017,Centre de formation d'apprentis,CFA agricole du Lot,public,Avenue de la Garenne,46500,Gramat,05 65 38 72 12,Toulouse,Occitanie,1.73125,44.7798,le 08/02/2025 de 13h30 à 17h00 (post bac),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6277,Inférieur au Bac
RNCP38037,RNCP,Secrétaire assistant,INST DE FORMATION COMMERCIALE PERMANENTE - 77573724000322,Niveau 4,,314t : Etablissement des documents comptables et de gestion,"D1401 : Assistanat commercial, M1607 : Secrétariat",35054 : Secrétariat assistanat,Active,2028-09-20,Oui,RNCP35094 - Secrétaire assistant,,D1401,Assistant commercial / Assistante commerciale,J'ai le sens du contact,S,E,A,Commerce de gros,77573724000322,0942446Y,77573724000322,Centre de formation d'apprentis,Institut de formation commerciale permanente - site Rungis,privé reconnu par l'Etat,5 rue du Caducée,94154,Rungis,01 56 34 69 69,Créteil,Ile-de-France,2.3584020137787,48.763643301132,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21935,Inférieur au Bac
RNCP38454,RNCP,Technicien de montage et de modernisation d'ascenseurs,LA CITE DES FORMATIONS - 32570588700033,Niveau 4,,"250m : Spécialités pluritechnologiques mécanique-électricité (organisation, gestion), 255r : Contrôle, essais, maintenance en électricité, électronique",I1301 : Installation et maintenance d''ascenseurs,22493 : Ascenseur,Active,2026-12-21,Oui,RNCP35292 - Technicien de travaux sur ascenseurs,,I1301,Ascensoriste,J'aime le travail manuel,R,C,I,Maintenance,32570588700033,0370825W,32570588700033,Centre de formation d'apprentis,La Cité des Formations,public,8 allée Roger Lecotté,37100,Tours,02 47 88 51 00,Orléans-Tours,Centre-Val de Loire,0.68288,47.438,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13411,Inférieur au Bac
RNCP38525,RNCP,Employé de vente polyvalent en magasin,CAFA FORMATION - 38903568400064,Niveau 4,,312t : Négociation et vente,"D1401 : Assistanat commercial, D1507 : Mise en rayon libre-service, D1403 : Relation commerciale auprès de particuliers",34566 : Vente distribution,Active,2026-12-21,Oui,RNCP18121 - Employé de vente polyvalent en magasin ,,D1401,Assistant commercial / Assistante commerciale,J'ai le sens du contact,S,E,A,Commerce de gros,38903568400064,0333435E,38903568400064,Centre de formation d'apprentis,CAFA formations,privé,108 quai des chartrons,33300,Bordeaux,05 31 60 04 04,Bordeaux,Nouvelle-Aquitaine,-0.5639827,44.855656,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22402,Inférieur au Bac
RNCP38791,RNCP,Apiculteur ,CTRE FORMATION PROFES PROMOTION AGRICOLE - 19381819200026,Niveau 4,,"210 : Spécialites plurivalentes de l'agronomie et de l'agriculture, 212 : Productions animales, élevage spécialisé, aquaculture, soins aux animaux (y.c. vétérinaire)","A1416 : Polyculture, élevage, A1408 : Élevage d''animaux sauvages ou de compagnie",21049 : Apiculture,Active,2027-03-27,Oui,RNCP15129 - Apiculteur,,A1416,Agriculteur / Agricultrice,J'aime l'activité physique,R,E,S,"Élevage, pêche",19381819200026,0383166K,19381819200026,Centre de formation d'apprentis,"CFPPA de La Côte-Saint-André, Ecole de la nature et du vivant",public,57 avenue Général de Gaulle,38261,La Côte-Saint-André,04 74 20 40 77,Grenoble,Auvergne-Rhône-Alpes,5.2684002999999,45.3874,"le 22/01/2025 de 14h00 à 17h00 (post-bac uniquement) | le 25/01/2025 de 08h30 à 12h00 (post-bac uniquement) | du 14/03/2025 au 15/03/2025 (toutes formations, de 16h à 19h le 14/03 et de 9h à 16h le 15/03)",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19039,Inférieur au Bac
RNCP38807,RNCP,Formateur animateur,"AFTRAL - 30540504500017, GROUPE PROMOTRANS - 80863414100341",Niveau 4,,"333 : Enseignement, formation, 333t : Education et transfert de connaissances",K2111 : Formation professionnelle,"44586 : Formation formateur, 44542 : Pédagogie, 44539 : Évaluation formation, 44590 : Accompagnement formation",Active,2029-03-27,Non,RNCP36613 - Formateur animateur,,K2111,Formateur / Formatrice,J'ai le sens du contact,S,E,A,"Conseil, orientation et formation",30540504500017,0756163S,30540504500017,Centre de formation d'apprentis,CFA en transport et logistique - AFTRAL Paris,privé,46 avenue de Villiers,75017,Paris,08 09 90 89 08,Paris,Ile-de-France,2.3080679,48.8832598,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23236,Inférieur au Bac
RNCP38916,RNCP,Animateur loisirs tourisme,KLAXON ROUGE - 49089646100020,Niveau 4,,"335 : Animation sportive, culturelle et de Loisirs","G1203 : Animation de loisirs auprès d''enfants ou d''adolescents, G1205 : Personnel d''attractions ou de structures de loisirs, G1202 : Animation d''activités culturelles ou ludiques",42623 : Animation tourisme,Active,2025-04-26,Oui,RNCP35155 - Animateur loisirs tourisme,,G1203,Animateur / Animatrice auprès des jeunes,J'ai le sens du contact,S,E,A,Animation et loisir,49089646100020,0292265E,49089646100020,Autre établissement d'enseignement,Klaxon rouge,privé,Domaine du Dourdy,29750,Loctudy,02 98 87 94 93,Rennes,Bretagne,-4.18874,47.8413,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16531,Inférieur au Bac
RNCP38923,RNCP,Responsable animation de clubs enfants,KLAXON ROUGE - 49089646100020,Niveau 4,,"334 : Accueil, hotellerie, tourisme, 335 : Animation sportive, culturelle et de Loisirs","G1203 : Animation de loisirs auprès d''enfants ou d''adolescents, G1101 : Accueil touristique, G1205 : Personnel d''attractions ou de structures de loisirs",42623 : Animation tourisme,Active,2025-04-26,Oui,RNCP35157 - Responsable animation club-enfants,,G1203,Animateur / Animatrice auprès des jeunes,J'ai le sens du contact,S,E,A,Animation et loisir,49089646100020,0292265E,49089646100020,Autre établissement d'enseignement,Klaxon rouge,privé,Domaine du Dourdy,29750,Loctudy,02 98 87 94 93,Rennes,Bretagne,-4.18874,47.8413,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16531,Inférieur au Bac
RNCP39098,RNCP,Moniteur sportif de natation,FEDERATION FRANCAISE DE NATATION - 77569580200063,Niveau 4,,"335 : Animation sportive, culturelle et de Loisirs",G1204 : Éducation en activités sportives,"15436 : Éducation sportive, 15491 : Natation",Active,2029-05-31,Oui,RNCP34061 - Moniteur sportif de natation,,G1204,Éducateur sportif / Éducatrice sportive,J'ai le sens du contact,S,E,A,Sport,77569580200063,0922937T,77569580200063,Centre de formation d'apprentis,Institut national de la formation des activités de la natation,public,104 rue Martre,92110,Clichy,01 70 48 45 21,Versailles,Ile-de-France,2.304531,48.904696,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24462,Inférieur au Bac
RNCP39347,RNCP,Chargé de maintenance technique polyvalent,"MAISON FAMILIALE HORTICOLE - 77769814300024, CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE - 28350356300035",Niveau 4,,"214r : Entretien des espaces verts, des parcs et jardins, des terrains de sport, 230r : Entretien général des bâtiments, 231s : Exécution des ouvrages VRD et des relevés topographiques","A1203 : Aménagement et entretien des espaces verts, I1203 : Maintenance des bâtiments et des locaux, K2303 : Nettoyage des espaces urbains","21046 : Travaux paysagers, 22486 : Maintenance bâtiment, 22062 : VRD",Active,2029-07-19,Oui,RNCP31937 - Chargé de maintenance technique polyvalent,,A1203,Agent / Agente d'entretien des espaces verts,J'aime l'activité physique,R,E,S,Environnement,77769814300024,0351976H,77769814300024,Maison familiale rurale,Maison familiale rurale horticole,privé sous contrat,Les Rabinardières,35760,Saint-Grégoire,02 99 68 81 11,Rennes,Bretagne,-1.6888,48.1782,le 25/01/2025 de 09h00 à 17h00 | le 08/03/2025 de 09h00 à 17h00 | le 16/05/2025 de 14h00 à 17h00 | le 17/05/2025 de 09h00 à 13h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15532,Inférieur au Bac
RNCP39347,RNCP,Chargé de maintenance technique polyvalent,"MAISON FAMILIALE HORTICOLE - 77769814300024, CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE - 28350356300035",Niveau 4,,"214r : Entretien des espaces verts, des parcs et jardins, des terrains de sport, 230r : Entretien général des bâtiments, 231s : Exécution des ouvrages VRD et des relevés topographiques","A1203 : Aménagement et entretien des espaces verts, I1203 : Maintenance des bâtiments et des locaux, K2303 : Nettoyage des espaces urbains","21046 : Travaux paysagers, 22486 : Maintenance bâtiment, 22062 : VRD",Active,2029-07-19,Oui,RNCP31937 - Chargé de maintenance technique polyvalent,,A1203,Agent / Agente d'entretien des espaces verts,J'aime l'activité physique,R,E,S,Nettoyage,77769814300024,0351976H,77769814300024,Maison familiale rurale,Maison familiale rurale horticole,privé sous contrat,Les Rabinardières,35760,Saint-Grégoire,02 99 68 81 11,Rennes,Bretagne,-1.6888,48.1782,le 25/01/2025 de 09h00 à 17h00 | le 08/03/2025 de 09h00 à 17h00 | le 16/05/2025 de 14h00 à 17h00 | le 17/05/2025 de 09h00 à 13h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15532,Inférieur au Bac
RNCP39347,RNCP,Chargé de maintenance technique polyvalent,"MAISON FAMILIALE HORTICOLE - 77769814300024, CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE - 28350356300035",Niveau 4,,"214r : Entretien des espaces verts, des parcs et jardins, des terrains de sport, 230r : Entretien général des bâtiments, 231s : Exécution des ouvrages VRD et des relevés topographiques","A1203 : Aménagement et entretien des espaces verts, I1203 : Maintenance des bâtiments et des locaux, K2303 : Nettoyage des espaces urbains","21046 : Travaux paysagers, 22486 : Maintenance bâtiment, 22062 : VRD",Active,2029-07-19,Oui,RNCP31937 - Chargé de maintenance technique polyvalent,,A1203,Agent / Agente d'entretien des espaces verts,J'aime l'activité physique,R,E,S,Service public,77769814300024,0351976H,77769814300024,Maison familiale rurale,Maison familiale rurale horticole,privé sous contrat,Les Rabinardières,35760,Saint-Grégoire,02 99 68 81 11,Rennes,Bretagne,-1.6888,48.1782,le 25/01/2025 de 09h00 à 17h00 | le 08/03/2025 de 09h00 à 17h00 | le 16/05/2025 de 14h00 à 17h00 | le 17/05/2025 de 09h00 à 13h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15532,Inférieur au Bac
RNCP39857,RNCP,Technicien d'exploitation d'équipements culturels et évènementiels,INSTITUT INTERNATIONAL IMAGE SON - 34505222900035,Niveau 4,,"323 : Techniques de l'image et du son, métiers connexes du spectacle, 323t : Réalisation du service : montage, éclairage, prise de vue et prise de son, 323r : Techniques de l'image et du son, métiers connexes du spectacle : contrôle, prévention, entretien","L1504 : Éclairage spectacle, L1508 : Prise de son et sonorisation, L1506 : Machinerie spectacle, E1204 : Projection cinéma, L1505 : Image cinématographique et télévisuelle","45042 : Technique spectacle, 45062 : Régie lumière, 45061 : Régie son, 45063 : Régie plateau",Active,2029-11-28,Oui,RNCP34227 - Technicien d'exploitation d'équipements culturels,,L1504,Éclairagiste,J'ai le souci du détail,C,I,R,Spectacle,34505222900035,0783676X,34505222900035,École d'art,Institut international de l'image et du son - 3IS Education Paris,privé,4 rue Blaise Pascal,78990,Elancourt,01 61 37 34 94,Versailles,Ile-de-France,1.979007,48.793273,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14123,Inférieur au Bac
RNCP39991,RNCP,Sommelier de restauration internationale,GRETA ARDECHE DROME - 20004632400022,Niveau 4,,"334t : Réception, hébergement, service de restauration, accompagnement",G1804 : Sommellerie,42739 : Sommellerie,Active,2027-12-18,Oui,RNCP34511 - Sommelier de restauration internationale,,G1804,Sommelier / Sommelière,J'ai le sens du contact,S,E,A,Commerce de détail,20004632400022,,20004632400022,Centre de formation d'apprentis,GRETA Ardèche Drôme - antenne de Romans-sur-Isère,public,38 boulevard Rémy Roure,26103,Romans-sur-Isère,04 75 82 37 90,Grenoble,Auvergne-Rhône-Alpes,5.0471458,45.0502976,du 14/02/2025 au 15/02/2025 de 16h30 à 12h00 (de 16h30 à 19h le 14 février et de 8h30 à 12h le 15 février),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23665,Inférieur au Bac
RNCP39991,RNCP,Sommelier de restauration internationale,GRETA ARDECHE DROME - 20004632400022,Niveau 4,,"334t : Réception, hébergement, service de restauration, accompagnement",G1804 : Sommellerie,42739 : Sommellerie,Active,2027-12-18,Oui,RNCP34511 - Sommelier de restauration internationale,,G1804,Sommelier / Sommelière,J'ai le sens du contact,S,E,A,Restauration,20004632400022,,20004632400022,Centre de formation d'apprentis,GRETA Ardèche Drôme - antenne de Romans-sur-Isère,public,38 boulevard Rémy Roure,26103,Romans-sur-Isère,04 75 82 37 90,Grenoble,Auvergne-Rhône-Alpes,5.0471458,45.0502976,du 14/02/2025 au 15/02/2025 de 16h30 à 12h00 (de 16h30 à 19h le 14 février et de 8h30 à 12h le 15 février),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23665,Inférieur au Bac
RNCP34476,RNCP,Adjoint de direction hôtellerie restauration,INST DE FORMATION COMMERCIALE PERMANENTE - 77573724000322,Niveau 5,,334p : Gestion touristique et hôtelière,"G1401 : Assistance de direction d''hôtel-restaurant, G1802 : Management du service en restauration, G1402 : Management d''hôtel-restaurant","42766 : Gestion hôtel restaurant bar, 42776 : Hôtellerie",Active,2025-03-02,Oui,RNCP27781 - Adjoint(e) de direction hôtellerie/restauration,,G1401,Adjoint / Adjointe de direction en hôtellerie-restauration,J'ai le sens des affaires,E,C,S,Restauration,77573724000322,0942446Y,77573724000322,Centre de formation d'apprentis,Institut de formation commerciale permanente - site Rungis,privé reconnu par l'Etat,5 rue du Caducée,94154,Rungis,01 56 34 69 69,Créteil,Ile-de-France,2.3584020137787,48.763643301132,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21935,Bac
RNCP34558,RNCP,Manager de rayon,INST DE FORMATION COMMERCIALE PERMANENTE - 77573724000322,Niveau 5,,312p : Gestion des échanges commerciaux,D1503 : Management/gestion de rayon produits non alimentaires,"34588 : Gestion point vente, 34559 : Gestion rayon, 34587 : Grande distribution",Active,2025-04-24,Oui,RNCP13355 - Manager de rayon,,D1503,Chef / Cheffe de rayon de produits non alimentaires,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Grande distribution,77573724000322,0942446Y,77573724000322,Centre de formation d'apprentis,Institut de formation commerciale permanente - site Rungis,privé reconnu par l'Etat,5 rue du Caducée,94154,Rungis,01 56 34 69 69,Créteil,Ile-de-France,2.3584020137787,48.763643301132,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21935,Bac
RNCP34602,RNCP,Gestionnaire en maintenance et support informatique,CESI - 77572257201109,Niveau 5,,"326r : Assistance informatique, maintenance de logiciels et réseaux","M1801 : Administration de systèmes d''information, M1810 : Production et exploitation de systèmes d''information, I1401 : Maintenance informatique et bureautique","24220 : Gestion réseau informatique, 31081 : Gestion parc informatique, 31032 : Système exploitation informatique",Active,2025-04-24,Oui,RNCP13374 - Gestionnaire en maintenance et support en informatique,,M1801,Administrateur / Administratrice de systèmes d'information (SI),J'ai le souci du détail,C,I,R,Informatique,77572257201109,,77572257201109,Centre de formation d'apprentis,CFA CESI Ecoles d'ingénieurs,privé reconnu par l'Etat,1 avenue du Général de Gaulle,92800,Puteaux,01 44 19 23 45,Versailles,Ile-de-France,2.2339973,48.8882809,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24543,Bac
